row,col,field1,field2,field3,field4,parents_data1,parents_data2,value,year
21,4,All doctorate recipients,Citizenship status,Temporary visa holder,Father's education,NA,High school or less,29.2,2017
21,5,All doctorate recipients,Citizenship status,Temporary visa holder,Father's education,NA,Some collegea,12.5,2017
21,6,All doctorate recipients,Citizenship status,Temporary visa holder,Father's education,NA,Bachelor's degree,32.1,2017
21,7,All doctorate recipients,Citizenship status,Temporary visa holder,Father's education,NA,Advanced degree,26.3,2017
22,2,All doctorate recipients,Citizenship status,Temporary visa holder,Mother's education,Total (number),NA,15154,2017
22,3,All doctorate recipients,Citizenship status,Temporary visa holder,Mother's education,Parental education attainment (%),All,100,2017
22,4,All doctorate recipients,Citizenship status,Temporary visa holder,Mother's education,NA,High school or less,41,2017
22,5,All doctorate recipients,Citizenship status,Temporary visa holder,Mother's education,NA,Some collegea,13.9,2017
22,6,All doctorate recipients,Citizenship status,Temporary visa holder,Mother's education,NA,Bachelor's degree,29.6,2017
22,7,All doctorate recipients,Citizenship status,Temporary visa holder,Mother's education,NA,Advanced degree,15.5,2017
23,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Temporary visa holder,Mother's education,Total (number),NA,NA,2017
23,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Temporary visa holder,Mother's education,Parental education attainment (%),All,NA,2017
23,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Temporary visa holder,Mother's education,NA,High school or less,NA,2017
23,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Temporary visa holder,Mother's education,NA,Some collegea,NA,2017
23,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Temporary visa holder,Mother's education,NA,Bachelor's degree,NA,2017
23,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Temporary visa holder,Mother's education,NA,Advanced degree,NA,2017
24,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,Total (number),NA,NA,2017
24,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,Parental education attainment (%),All,NA,2017
24,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,NA,High school or less,NA,2017
24,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,NA,Some collegea,NA,2017
24,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,NA,Bachelor's degree,NA,2017
24,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,NA,Advanced degree,NA,2017
25,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Father's education,Total (number),NA,2246,2017
25,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Father's education,Parental education attainment (%),All,100,2017
25,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Father's education,NA,High school or less,35.8,2017
25,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Father's education,NA,Some collegea,16.7,2017
25,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Father's education,NA,Bachelor's degree,21.1,2017
25,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Father's education,NA,Advanced degree,26.5,2017
26,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,Total (number),NA,2290,2017
26,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,Parental education attainment (%),All,100,2017
26,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,NA,High school or less,38.1,2017
26,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,NA,Some collegea,19.6,2017
26,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,NA,Bachelor's degree,21.6,2017
26,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,NA,Advanced degree,20.7,2017
27,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Mother's education,Total (number),NA,NA,2017
27,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Mother's education,Parental education attainment (%),All,NA,2017
27,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Mother's education,NA,High school or less,NA,2017
27,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Mother's education,NA,Some collegea,NA,2017
27,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Mother's education,NA,Bachelor's degree,NA,2017
27,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Mother's education,NA,Advanced degree,NA,2017
28,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,Total (number),NA,NA,2017
28,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,Parental education attainment (%),All,NA,2017
28,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,High school or less,NA,2017
28,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,Some collegea,NA,2017
28,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,Bachelor's degree,NA,2017
28,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,Advanced degree,NA,2017
29,1,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,NA,NA,2017
29,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,Total (number),NA,92,2017
29,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,Parental education attainment (%),All,100,2017
29,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,High school or less,34.8,2017
29,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,Some collegea,22.8,2017
29,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,Bachelor's degree,25,2017
29,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,Advanced degree,17.4,2017
30,1,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,NA,NA,2017
30,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,Total (number),NA,93,2017
30,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,Parental education attainment (%),All,100,2017
30,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,High school or less,26.9,2017
30,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,Some collegea,26.9,2017
30,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,Bachelor's degree,24.7,2017
30,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,Advanced degree,21.5,2017
31,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,Total (number),NA,NA,2017
31,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,Parental education attainment (%),All,NA,2017
31,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,High school or less,NA,2017
31,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,Some collegea,NA,2017
31,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,Bachelor's degree,NA,2017
31,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,Advanced degree,NA,2017
32,1,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,NA,NA,2017
32,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,Total (number),NA,3048,2017
32,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,Parental education attainment (%),All,100,2017
32,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,High school or less,21.8,2017
32,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,Some collegea,9.2,2017
32,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,Bachelor's degree,23,2017
32,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,Advanced degree,46.1,2017
33,1,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,NA,NA,2017
33,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,Total (number),NA,3057,2017
33,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,Parental education attainment (%),All,100,2017
33,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,High school or less,29.1,2017
33,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,Some collegea,13,2017
33,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,Bachelor's degree,31.3,2017
33,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,Advanced degree,26.6,2017
34,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,Total (number),NA,NA,2017
34,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,Parental education attainment (%),All,NA,2017
34,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,High school or less,NA,2017
34,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,Some collegea,NA,2017
34,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,Bachelor's degree,NA,2017
34,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,Advanced degree,NA,2017
35,1,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,NA,NA,2017
35,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,Total (number),NA,2053,2017
35,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,Parental education attainment (%),All,100,2017
35,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,High school or less,40.1,2017
35,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,Some collegea,20.1,2017
35,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,Bachelor's degree,16.5,2017
35,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,Advanced degree,23.3,2017
36,1,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,NA,NA,2017
36,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,Total (number),NA,2134,2017
36,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,Parental education attainment (%),All,100,2017
36,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,High school or less,34,2017
36,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,Some collegea,24.6,2017
36,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,Bachelor's degree,19.4,2017
36,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,Advanced degree,22.1,2017
37,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,Total (number),NA,NA,2017
37,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,Parental education attainment (%),All,NA,2017
37,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,NA,High school or less,NA,2017
37,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,NA,Some collegea,NA,2017
37,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,NA,Bachelor's degree,NA,2017
37,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,NA,Advanced degree,NA,2017
38,1,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,NA,NA,NA,2017
38,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,Total (number),NA,23368,2017
38,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,Parental education attainment (%),All,100,2017
38,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,NA,High school or less,18.7,2017
38,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,NA,Some collegea,14.6,2017
38,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,NA,Bachelor's degree,26,2017
38,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,NA,Advanced degree,40.8,2017
39,1,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,NA,NA,NA,2017
39,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,Total (number),NA,23489,2017
39,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,Parental education attainment (%),All,100,2017
39,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,NA,High school or less,19.2,2017
39,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,NA,Some collegea,19.2,2017
39,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,NA,Bachelor's degree,29.3,2017
39,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,NA,Advanced degree,32.4,2017
40,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,Total (number),NA,NA,2017
40,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,Parental education attainment (%),All,NA,2017
40,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,NA,High school or less,NA,2017
40,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,NA,Some collegea,NA,2017
40,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,NA,Bachelor's degree,NA,2017
40,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,NA,Advanced degree,NA,2017
41,1,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,NA,NA,NA,2017
41,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,Total (number),NA,986,2017
41,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,Parental education attainment (%),All,100,2017
41,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,NA,High school or less,18,2017
41,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,NA,Some collegea,14.9,2017
41,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,NA,Bachelor's degree,20.6,2017
41,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,NA,Advanced degree,46.6,2017
42,1,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,NA,NA,NA,2017
42,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,Total (number),NA,994,2017
42,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,Parental education attainment (%),All,100,2017
42,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,NA,High school or less,20.8,2017
42,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,NA,Some collegea,19.3,2017
42,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,NA,Bachelor's degree,25.7,2017
42,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,NA,Advanced degree,34.2,2017
43,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,Total (number),NA,NA,2017
43,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,Parental education attainment (%),All,NA,2017
43,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,NA,High school or less,NA,2017
43,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,NA,Some collegea,NA,2017
43,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,NA,Bachelor's degree,NA,2017
43,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,NA,Advanced degree,NA,2017
44,1,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,NA,NA,NA,2017
44,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,Total (number),NA,252,2017
44,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,Parental education attainment (%),All,100,2017
44,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,NA,High school or less,15.9,2017
44,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,NA,Some collegea,11.9,2017
44,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,NA,Bachelor's degree,27.8,2017
44,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,NA,Advanced degree,44.4,2017
45,1,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,NA,NA,NA,2017
45,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,Total (number),NA,254,2017
45,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,Parental education attainment (%),All,100,2017
45,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,NA,High school or less,17.3,2017
45,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,NA,Some collegea,14.2,2017
45,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,NA,Bachelor's degree,32.7,2017
45,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,NA,Advanced degree,35.8,2017
46,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Other race or race not reported,Total (number),NA,NA,2017
46,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Other race or race not reported,Parental education attainment (%),All,NA,2017
46,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Other race or race not reported,NA,High school or less,NA,2017
46,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Other race or race not reported,NA,Some collegea,NA,2017
46,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Other race or race not reported,NA,Bachelor's degree,NA,2017
46,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Other race or race not reported,NA,Advanced degree,NA,2017
47,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Father's education,Total (number),NA,86,2017
47,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Father's education,Parental education attainment (%),All,100,2017
47,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Father's education,NA,High school or less,17.4,2017
47,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Father's education,NA,Some collegea,12.8,2017
47,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Father's education,NA,Bachelor's degree,31.4,2017
47,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Father's education,NA,Advanced degree,38.4,2017
48,2,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Mother's education,Total (number),NA,87,2017
48,3,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Mother's education,Parental education attainment (%),All,100,2017
48,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Mother's education,NA,High school or less,24.1,2017
48,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Mother's education,NA,Some collegea,16.1,2017
48,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Mother's education,NA,Bachelor's degree,27.6,2017
48,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Mother's education,NA,Advanced degree,32.2,2017
49,2,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,Total (number),NA,NA,2017
49,3,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,Parental education attainment (%),All,NA,2017
49,4,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,NA,High school or less,NA,2017
49,5,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,NA,Some collegea,NA,2017
49,6,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,NA,Bachelor's degree,NA,2017
49,7,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,NA,Advanced degree,NA,2017
50,2,All doctorate recipients,Field of study,Life sciencesd,Mother's education,Total (number),NA,NA,2017
50,3,All doctorate recipients,Field of study,Life sciencesd,Mother's education,Parental education attainment (%),All,NA,2017
50,4,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,High school or less,NA,2017
50,5,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,Some collegea,NA,2017
50,6,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,Bachelor's degree,NA,2017
50,7,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,Advanced degree,NA,2017
51,2,All doctorate recipients,Field of study,Life sciencesd,Father's education,Total (number),NA,11226,2017
51,3,All doctorate recipients,Field of study,Life sciencesd,Father's education,Parental education attainment (%),All,100,2017
51,4,All doctorate recipients,Field of study,Life sciencesd,Father's education,NA,High school or less,23.8,2017
51,5,All doctorate recipients,Field of study,Life sciencesd,Father's education,NA,Some collegea,13.6,2017
51,6,All doctorate recipients,Field of study,Life sciencesd,Father's education,NA,Bachelor's degree,26.8,2017
51,7,All doctorate recipients,Field of study,Life sciencesd,Father's education,NA,Advanced degree,35.8,2017
52,2,All doctorate recipients,Field of study,Life sciencesd,Mother's education,Total (number),NA,11289,2017
52,3,All doctorate recipients,Field of study,Life sciencesd,Mother's education,Parental education attainment (%),All,100,2017
52,4,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,High school or less,27.4,2017
52,5,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,Some collegea,17,2017
52,6,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,Bachelor's degree,29.4,2017
52,7,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,Advanced degree,26.2,2017
53,2,All doctorate recipients,Field of study,Physical sciencee,Mother's education,Total (number),NA,NA,2017
53,3,All doctorate recipients,Field of study,Physical sciencee,Mother's education,Parental education attainment (%),All,NA,2017
53,4,All doctorate recipients,Field of study,Physical sciencee,Mother's education,NA,High school or less,NA,2017
53,5,All doctorate recipients,Field of study,Physical sciencee,Mother's education,NA,Some collegea,NA,2017
53,6,All doctorate recipients,Field of study,Physical sciencee,Mother's education,NA,Bachelor's degree,NA,2017
53,7,All doctorate recipients,Field of study,Physical sciencee,Mother's education,NA,Advanced degree,NA,2017
54,2,All doctorate recipients,Field of study,Physical sciencee,Father's education,Total (number),NA,5433,2017
54,3,All doctorate recipients,Field of study,Physical sciencee,Father's education,Parental education attainment (%),All,100,2017
54,4,All doctorate recipients,Field of study,Physical sciencee,Father's education,NA,High school or less,23.2,2017
54,5,All doctorate recipients,Field of study,Physical sciencee,Father's education,NA,Some collegea,15.1,2017
54,6,All doctorate recipients,Field of study,Physical sciencee,Father's education,NA,Bachelor's degree,28.3,2017
54,7,All doctorate recipients,Field of study,Physical sciencee,Father's education,NA,Advanced degree,33.3,2017
55,2,All doctorate recipients,Field of study,Physical sciencee,Mother's education,Total (number),NA,5452,2017
